(-170.3146056074062, 69.04721598938305)
(-178.0646568278728, -18.008516547031334)
(-138.82931732419132, -95.93569990203115)
(-65.52395646594624, -139.36417852026082)
(16.009362472605, -135.12572840826812)
(76.9176348273142, -87.93595288625843)
(96.8804312546091, -18.777486424003403)
(72.35449808659719, 43.58585016318819)
(17.86768892228242, 74.49985026865711)
(-40.34997030248581, 63.654055743173146)
(-75.76827720381586, 19.19571283830019)
(-73.0964006179222, -36.15117145076396)
(-34.91067498228723, -75.35830103365333)
(19.603467818730344, -79.31123573989095)
(63.33940490662695, -45.59536285224838)
(73.64049977258738, 10.099574637722846)
(42.91679428098903, 60.70713827493015)
(-17.24789949587386, 79.81200966196317)
(-80.46247561559565, 53.75572341702332)
(-116.63424699745588, -11.528632055058686)
(-105.09047031819507, -92.08019076852965)
(-44.03336982383789, -155.37927870200443)
(47.84220102535142, -173.78110523214556)
(138.3981798942212, -136.20808103740796)
(194.87397373885412, -53.09050125257913)
(197.09088312275347, 47.59029260553505)
(145.47744019996296, 131.50815498340017)
(60.567481219239916, 171.71858285150174)
(-25.737475895324877, 159.13593866606294)
(-83.36305856930879, 105.4284147998259)
(-96.1013431225323, 37.270466438381575)
(-67.47050121165219, -15.426938908802377)
(-18.095709027404233, -32.18715136883414)
(24.031481826600455, -10.153474638928358)
(36.05853854314921, 35.55272021103769)
(10.11845267119186, 79.21508839493244)
(-43.62359800314327, 96.25064887891361)
(-101.83776055508825, 74.11699706793038)
(-138.49895855229735, 17.724697672186743)
(-136.30330585551104, -52.832732935016594)
(-94.09599131889935, -111.0613180601581)
(-27.2203030115203, -135.42981052224852)
(39.18531108030304, -118.38464726607228)
(80.90142209255697, -69.2303170788964)
(84.69009150883227, -9.8149312622479)
(53.460943349412226, 34.94724530109643)
(4.507015764146757, 47.55963298056943)
(-38.225981914438336, 24.990248206527248)
(-54.393408962319185, -20.5567881333828)
(-35.654017678189234, -67.24260576875186)
(11.205696347733863, -92.99506506479156)
(67.50759118818277, -84.66192899971291)
(110.6717967327678, -43.151632692397996)
(123.46496755345224, 17.363859399250174)
(100.67129418538326, 75.56678945891933)
(50.61589247232761, 111.66683473133534)
(-8.778939636120356, 114.98190934374054)
(-57.48118796902336, 87.44862154479497)
(-81.14792139307721, 41.92933098417589)
(-76.102653943876, -3.6378373788306675)
(-49.72373920608236, -33.604015733269236)
(-16.45262437539109, -40.44331494915713)
(8.635072683852513, -26.86490087562714)
(15.942841540430429, -3.6765140722788523)
(4.757126562561947, 15.398165421733168)
(-17.176231175223396, 19.649208609429905)
(-37.42457275956437, 5.668289230807172)
(-44.256292270401126, -21.544653474516643)
(-31.448467341769387, -50.83854854092386)
(-0.7380582942727685, -69.4303407159868)
(38.82367189835693, -67.85021531079025)
(74.16519914254138, -43.49599223904284)
(92.80035045053617, -1.6431351572944983)
(87.09137953612486, 46.26309258817504)
(56.79064248141684, 86.29419405172916)
(9.162937101171288, 106.4088257157467)
(-43.20534212746858, 100.12639506965382)
(-86.13563944415965, 68.4500497546938)
(-107.9770277187729, 19.56221554262165)
(-102.93383817552402, -33.54376739984822)
(-72.6830421340289, -76.78431775241083)
(-25.840773372886634, -98.99846935982708)
(24.578422036394976, -95.10876148521976)
(64.99818669320737, -67.49466677782085)
(85.2894812812298, -25.123968399171705)
(81.70985082035506, 19.351219120694747)
(57.79176515692069, 53.65829002870188)
(22.820967977213616, 69.800356887199)
(-11.632614403767779, 66.42321985800774)
(-35.92596821205697, 48.75731739441998)
(-45.73079296826249, 26.098048026857274)
(-43.25550593078378, 7.748007189329581)
(-35.74755561287685, -0.9785939866568185)
(-31.811606901567856, -1.0147563357183742)
(-37.03682232874151, 0.9854704265136149)
(-50.824589467067824, -4.121706292343118)
(-65.91899994737426, -23.299129728732584)
(-71.06564943650646, -57.21244579921854)
(-55.8760866778928, -98.57194967537825)
(-15.9299334903666, -133.90159144734162)
(44.10995491519558, -148.27498929299776)
(110.89269739658543, -131.23198897413087)
(166.39689042505537, -81.45865519301722)
(194.14119395078922, -8.197684110953418)
(185.15933058034466, 71.36073434458311)
(141.31666213253288, 137.79814921031647)
(74.59265063350689, 176.06528427425866)
(2.615245575498882, 180.3306390168676)
(-57.70497354957122, 155.18096088887137)
(-95.819972228187, 112.82393718654629)
(-110.213334446682, 67.63932991488602)
(-107.1854183229004, 30.51424298415003)
(-96.57393368026078, 5.39326219541797)
(-86.5549664518161, -10.620057685885609)
(-79.99055138525625, -23.953394214188368)
