(-46.17390622673662, -86.82488067124126)
(-21.917701521028846, -88.23007574144464)
(-1.3897103311914343, -84.78587937804144)
(15.915871460659051, -79.14025396881638)
(31.744149945840878, -72.37849451628148)
(47.67729069564437, -63.677823276359334)
(63.832416165111006, -50.95151245257774)
(78.27180179947979, -32.213726670598746)
(87.44552924013387, -7.060228174274684)
(87.53816973979328, 22.425142240244064)
(76.17570020248752, 51.81186803954047)
(53.751836005407284, 75.5475048812941)
(23.752355750816562, 88.82316771016974)
(-8.144899365715172, 89.32752773624688)
(-35.899255826651526, 78.13981705549742)
(-55.1552611926612, 59.34074970868725)
(-64.67096640424089, 38.44599712396947)
(-66.51414628625318, 20.270663544128777)
(-64.91124081368966, 7.097353540412666)
(-64.19836777309077, -2.076806360390968)
(-66.71738749501796, -10.867806671979118)
(-71.55073276941468, -23.6493343699915)
(-74.6660926095033, -43.26095840586248)
(-70.47262626027502, -69.23337971929877)
(-54.206406098074794, -97.30151775466986)
(-24.2053617985314, -120.47350340115065)
(16.84781874416124, -131.3035459465357)
(62.24775145577178, -124.5306205954543)
(103.08383742108722, -99.08896673957463)
(130.90941009980241, -58.730801449875486)
(140.299971062645, -11.028445677528083)
(130.39448651376136, 34.870772126880986)
(104.91284037062309, 70.91647530358085)
(70.71710994854972, 92.31294808889118)
(35.505459704188254, 98.45849836778856)
(5.498857477690294, 92.44712239409786)
(-16.08496341142739, 79.44561741821593)
(-29.32978451612329, 64.63449688882494)
(-36.736454244486964, 51.49006631867822)
(-41.623965451711165, 40.97957367186636)
(-46.49294762325873, 31.84645628689529)
(-51.967081814194074, 21.744730183963384)
(-56.649027279776845, 8.697291985383089)
(-57.85847332047326, -7.709591635008017)
(-52.90503872361355, -25.82932504983801)
(-40.39194048364836, -42.30200820227694)
(-21.07915296792376, -53.089141032758555)
(1.982447226170656, -54.82442368465426)
(24.08395596690297, -46.035450763400036)
(40.064529858493984, -27.85682577053705)
(45.74424762892071, -4.017224187646995)
(39.18732635340315, 19.916267278784467)
(21.44546966778763, 37.863479340664625)
(-3.447635844388765, 44.80796557037684)
(-29.287424400929577, 38.22744692492552)
(-49.174059798057556, 18.981781394350907)
(-57.321019880372305, -8.642053143830424)
(-50.72780333097456, -37.83849098349151)
(-30.216375721813534, -60.99736985663189)
(-0.44547101913489495, -71.80888122868602)
(31.220994552287664, -67.15834279403273)
(56.76078701482871, -48.18939196980906)
(69.8869730744873, -20.106235151418687)
(68.02838390539583, 9.337840896260882)
(53.19231154493126, 32.26616206510718)
(31.326745180524767, 43.252083016897295)
(10.303211353376053, 41.146811936392616)
(-2.8448506771664057, 29.46295972378553)
(-4.468762544326395, 15.093489845376146)
(4.310925530332241, 5.750612870322257)
(17.953430837294015, 7.015038044476192)
(28.528721815097427, 20.085484980790426)
(28.736220074445775, 41.10980943284706)
(14.806128402595327, 62.417430454944935)
(-11.82488377269678, 75.25858328301457)
(-44.74509743008124, 73.06293726432926)
(-74.67982997491946, 53.997415831199966)
(-92.73671567867476, 21.836059818125193)
(-93.58564448949966, -15.223220975015415)
(-77.37787012413871, -47.38330779389537)
(-49.67385477496238, -66.67197397869687)
(-19.40108594676891, -69.6884689136938)
(4.389699175193044, -58.65104761288115)
(15.749875509273252, -40.37163044384778)
(13.838699283437332, -23.570946412226984)
(2.9864011743662857, -15.567709266516166)
(-9.16229066549154, -19.59095650909937)
(-14.67973602301321, -33.70016479366619)
(-8.397898599083604, -51.66656712482979)
(10.168588909856929, -65.42407702231176)
(36.69079810810107, -68.12784480177199)
(63.665959790627994, -56.672420485166356)
(83.15878335153108, -32.77219069820572)
(89.60319651278932, -2.2768050018885617)
(81.65875175722795, 26.948310345923545)
(62.51499679051748, 47.75128788139063)
(38.62689188552118, 56.04567634595666)
(17.414293529046624, 52.000069983818555)
(4.773763343474403, 39.74231248132645)
(3.242410501572028, 25.785403625636853)
(11.359558837004215, 16.787404072441667)
(24.32880902849793, 17.41261071872372)
(35.660786677693416, 28.946717040719854)
(39.21257380209171, 49.01203448785168)
(30.99341541903426, 72.36007636715675)
(10.253731020154639, 92.41404233611766)
(-20.3659139899124, 103.07183223034237)
(-55.57459046536925, 100.27699282641197)
(-88.79435856251166, 82.9855024891448)
(-113.76555206808787, 53.34260875969338)
(-125.99481268093082, 16.081861815190724)
(-123.71058461880611, -22.66897041809009)
(-108.11515425220968, -56.864815197010564)
(-82.8880258768527, -81.92963564068356)
(-53.07963784240712, -95.69382748897023)
(-23.70227795911736, -98.62873879462592)
(1.570978609971558, -93.3116479184134)
(21.19545758867425, -83.287312377498)
(35.7692343267567, -71.70203641204166)
(47.26144401769338, -60.192132734337086)
(57.73129615809151, -48.450611659209954)
(68.03160063708533, -34.66852404373105)
(77.03820748421637, -16.715736588013193)
(81.7810127810833, 6.388904072309025)
(78.51359410391092, 33.33305442053429)
(64.3675605626963, 60.23456528743499)
(38.95285320666798, 81.46906130773411)
(5.218125963907106, 91.39988892079319)
(-30.8801738947068, 86.41256738669074)
(-61.907587185987744, 66.4709349547828)
(-81.2026774151908, 35.53438438162645)
(-85.04440570436046, 0.5780333684919157)
(-73.90855098922677, -30.507019679569012)
(-52.29665519290707, -51.4010405880947)
(-27.15498621051298, -59.314910434139414)
(-5.449524057327224, -55.6815917126119)
(8.197675590856392, -45.31706538930088)
(12.919827688401686, -34.3802889242719)
(11.543766848699562, -27.930652427623365)
(9.115205755512441, -28.034161535623078)
(10.627132239946427, -33.14122537816815)
(18.872709181379957, -38.94163491505506)
(33.27414519703295, -40.308217796700504)
(50.12571674741136, -33.513477411722754)
(64.10630175625762, -17.816357055185463)
